Name,Pos,City,State,Height,Weight,Stars,Grade,University,Pos_rank,Reg_rank,State_rank,Year,Team, Reg_rank, State_rank,University ,School
James Price,OT,Tyler,TX,6'4'',290,76,Washington State,,15,,,2019,Washington State, None, None,,
Konner Gomness,OT,Fresno,CA,6'4'',265,75,Washington State,,111,,,2019,Washington State,,,,
Donovan Ollie,WR,Wylie,TX,6'3'',206,75,Washington State,,155,,,2019,Washington State,261,191,,
Patrick Utschinski,OT,Walla Walla,WA,6'6'',280,74,Washington State,,199,,,2019,Washington State, None,10,,
Tyler Garay-Harris,DE,Oakland,CA,6'5'',225,74,Washington State,,183,,,2019,Washington State,221,133,,
Billy Pospisil,WR,Arvada,CO,5'11'',190,73,Washington State,,178,,,2019,Washington State,,,,
Armauni Archie,CB,El Cerrito,CA,5'11'',160,73,Washington State,,140,,,2019,Washington State,226,135,,
Peni Naulu,OLB,Kapolei,HI,6'1'',208,73,Washington State,,128,,,2019,Washington State,228,16,,
Rocky Katoanga,S,Oceanside,CA,6'2'',205,73,Washington State,,,,,2019,Washington State, None, None,,
Shahman Moore,CB,El Segundo,CA,6'0'',170,72,Washington State,,19,,,2019,Washington State, None, None,,
Gatlin Grisso,S,Aubrey,TX,6'0'',185,71,Washington State,,,,,2019,Washington State, None, None,,
Nicholas Sheetz,DE,Greenwood,SC,6'2'',243,71,Washington State,,204,,,2019,Washington State,769,36,,
Ma'ake Fifita,DT,Snohomish,WA,6'4'',250,69,Washington State,,8,,,2019,Washington State,,,,
Simon Samarzich,LSU,Upland,CA,6'0'',200,68,Washington State,,,,,2019,Washington State,,,,
Andre Dollar,TE-Y,Mustang,OK,6'5'',230,80,Washington State,,7,,,2022,Washington State,69,7,,
John Mateer,QB-DT,Little Elm,TX,6'0'',200,79,Washington State,,14,,,2022,Washington State,,,,
Taariq Al-Uqdah,ILB,Harbor City,CA,6'0'',205,78,Washington State,,18,,,2022,Washington State,,,,
Eric Wilder,OT,Syracuse,UT,6'5'',275,78,Washington State,,,,,2022,Washington State,,,,
Djouvensky Schlenbaker,RB,Bellingham,WA,6'2'',210,77,Washington State,,62,,,2022,Washington State,112,16,,
Rashad McKenzie,TE-Y,Mission Hills,CA,6'5'',220,77,Washington State,,24,,,2022,Washington State,125,64,,
Zack Miller,OT,Orange,CA,6'6'',290,76,Washington State,,88,,,2022,Washington State,146,78,,
Sam Lockett,S,Spokane,WA,6'0'',200,76,Washington State,,4,,,2022,Washington State,,,,
Jakobus Seth,DT,North Lakewood,WA,6'3'',275,76,Washington State,,159,,,2022,Washington State,,,,
Landon Roaten,OG,Tomball,TX,6'4'',295,75,Washington State,,56,,,2022,Washington State,243,178,,
Javan Robinson,CB,Winter Garden,FL,5'11'',165,75,Washington State,,118,,,2022,Washington State,560,172,,
Tony Carter,S,Jacksonville,FL,6'0'',195,74,Washington State,,91,,,2022,Washington State,618,193,,
Jaylen Jenkins,RB,Allen,TX,5'7'',185,74,Washington State,,94,,,2022,Washington State,,,,
Reece Sylvester,S,Houston,TX,5'11'',175,74,Washington State,,,,,2022,Washington State,,,,
Leyton Smithson,ATH,Bellingham,WA,6'1'',190,74,Washington State,,146,,,2022,Washington State,243,27,,
Bryce Grays,Sugar Land,TX,5'11'',190,73,Washington State,,,101,,,2022,Washington State,321,233,,
Hudson Cedarland,ILB,Gig Harbor,WA,6'3'',215,73,Washington State,,50,,,2022,Washington State,246,28,,
Kendall Williams,DT,San Diego,CA,6'3'',280,73,Washington State,,116,,,2022,Washington State,248,122,,
Luke Roaten,OT,Tomball,TX,6'4'',265,73,Washington State,,167,,,2022,Washington State,330,241,,
David Johnson,WR,Hooks,TX,6'2'',190,72,Washington State,,232,,,2022,Washington State,,,,
Cameron Ward,QB-DT,West Columbia,TX,6'3'',220,TR,Washington State,,,,,2022,Washington State, None, None,,
Jordan Lee,S,Las Vegas,NV,5'11'',205,TR,Washington State,,,,,2022,Washington State, None, None,,
Nusi Malani,DE,San Bruno,CA,6'6'',275,TR,Washington State,,,,,2022,Washington State,,,,
Daiyan Henley,ILB,Los Angeles,CA,6'2'',225,TR,Washington State,,,,,2022,Washington State,,,,
