Name,Pos,City,State,Height,Weight,Stars,Grade,University,Pos_rank, Reg_rank, State_rank,Year,Team,Reg_rank,State_rank,University ,School
Jamarion Miller,RB,Tyler,TX,5'9'',185.0,83,Alabama,,118,,,2022,Alabama,,,,
Antonio Kite,ATH,Anniston,AL,6'2'',180.0,83,Alabama,,13,54,8,2022,Alabama,,,,
Earl Little Jr.,CB,Plantation,FL,6'0'',165.0,82,Alabama,,24,,,2022,Alabama,,,,
Walter Bob,DE,Lafayette,LA,Acadiana High School6'4'',245.0,81,Alabama,,23,,,2022,Alabama,,,,
Amari Niblack,TE-H,Saint Petersburg,FL,6'3'',215.0,80,Alabama,,8,119,37,2022,Alabama,,,,
Elijah Brown,TE-Y,Dayton,OH,6'5'',225.0,80,Alabama,,9,42,11,2022,Alabama,,,,
Jake Pope,S,Buford,GA,6'0'',190.0,80,Alabama,,26,,,2022,Alabama,,,,
Dayne Shor,OT,Alpharetta,GA,6'6'',295.0,80,Alabama,,35,171,38,2022,Alabama,,,,
Isaiah Hastings,DT,Clearwater,FL,6'5'',260.0,80,Alabama,,35,,,2022,Alabama,,,,
Danny Lewis,TE-H,New Iberia,LA,6'4'',230.0,79,Alabama,,13,235,24,2022,Alabama,,,,
Elias Ricks,CB (TR),Baton Rouge,LA,Louisiana State University6'2'',190.0,TR,Alabama,,, None, None,2022,Alabama,,,,
Jahmyr Gibbs,RB (TR),Dalton,GA,Georgia Institute of Technology5'10'',195.0,TR,Alabama,,,,,2022,Alabama,,,,
Jermaine Burton,WR (TR),Calabasas,CA,University of Georgia6'0'',200.0,TR,Alabama,,, None, None,2022,Alabama,,,,
Jaquavious Russaw,OLB,Montgomery,AL,6'3'',230.0,5,91,Alabama,1,,,2023,Alabama,4,2,,
Kadyn Proctor,OT,Runnells,IA,6'6'',315.0,5,91,Alabama,10,,,2023,Alabama,,,,
Caleb Downs,S,Hoschton,GA,6'0'',190.0,5,91,Alabama,1,,,2023,Alabama,,,,
Keon Keeley,DE,Tampa,FL,6'5'',245.0,5,91,Alabama,1,,,2023,Alabama,6,2,,
Desmond Ricks,CB,Bradenton,FL,6'2'',185.0,5,90,Alabama,2,,,2023,Alabama,,,,
Richard Young,RB,Lehigh Acres,FL,5'11'',195.0,5,89,Alabama,1,,,2023,Alabama,,,,
Justice Haynes,RB,Buford,GA,5'10'',185.0,5,89,Alabama,2,,,2023,Alabama,,,,
James Smith,DT,Montgomery,AL,6'3'',300.0,4,88,Alabama,3,,,2023,Alabama,,,,
Eli Holstein,QB-PP,Zachary,LA,6'4'',225.0,3,87,Alabama,5,,,2023,Alabama,,,,
Dylan Lonergan,QB-PP,Snellville,GA,6'2'',210.0,3,87,Alabama,6,,,2023,Alabama,,,,
Jahlil Hurley,CB,Florence,AL,6'2'',170.0,3,86,Alabama,6,,,2023,Alabama,,,,
Jalen Hale,WR,Longview,TX,6'2'',185.0,3,86,Alabama,,,,2023,Alabama,,,,
Jordan Renaud,DT,Tyler,TX,6'4'',245.0,3,86,Alabama,4,,,2023,Alabama,,,,
Yhonzae Pierre,DE,Eufaula,AL,6'3'',220.0,3,86,Alabama,8,,,2023,Alabama,36,8,,
Tony Mitchell,S,Alabaster,AL,6'2'',190.0,3,84,Alabama,7,,,2023,Alabama,48,12,,
Wilkin Formby,OT,Tuscaloosa,AL,6'7'',300.0,3,84,Alabama,110,,,2023,Alabama,,,,
Olaus Alinen,OT,Windsor,CT,6'6'',310.0,3,84,Alabama,11,,,2023,Alabama,12,1,,
Miles McVay,OT,East Saint Louis,IL,6'7'',355.0,3,84,Alabama,12,,,2023,Alabama,,,,
Ty Lockwood,TE-Y,Thompson's Station,TN,6'5'',225.0,2,83,Alabama,4,,,2023,Alabama,,,,
Malik Benson,WR (JC),Lansing,KS,6'1'',185.0,2,83,Alabama,1,,,2023,Alabama,,,,
Hunter Osborne,DE,Trussville,AL,6'4'',255.0,2,82,Alabama,28,,,2023,Alabama,,,,
Brayson Hubbard,ATH,Ocean Springs,MS,6'2'',190.0,2,81,Alabama,18,,,2023,Alabama,,,,
Cole Adams,WR,Owasso,OK,5'10'',180.0,2,81,Alabama,32,,,2023,Alabama,58,5,,
Edric Hill,DT,North Kansas City,MO,6'3'',285.0,2,81,Alabama,19,,,2023,Alabama,62,8,,
Justin Jefferson,ILB (JC),Memphis,TN,6'2'',215.0,2,79,Alabama,1.0,,,2023,Alabama,,,,
RyQueze McElderry,OG,Anniston,AL,6'3'',340.0,2,79,Alabama,21,,,2023,Alabama,,,,
Jaren Hamilton,WR,Gainesville,FL,6'1'',190.0,2,79,Alabama,53,,,2023,Alabama,,,,
Conor Talty,K,Chicago,IL,6'1'',180.0,1,75,Alabama,13,,,2023,Alabama,138,31,,
C.J. Dippre,TE-Y (TR),Scranton,PA,6'5'',260.0,TR,Alabama,Committed,,,,2023,Alabama,,,,
Trezman Marshall,ILB (TR),Homerville,GA,6'1'',230.0,TR,Alabama,Committed,,,,2023,Alabama,,,,
