Name,Pos,City,State,Height,Weight,Stars,Grade,University,Pos_rank, Reg_rank, State_rank,Year,Team,Reg_rank,State_rank,School
Jake Ross, TE-Y, Miami, OK, 6'6'',245, 73, None, Oklahoma State,5,,,2018,Oklahoma State,,,
Patrick McKaufman, WR, Oklahoma City, OK, 6'5'',190, None, None, Oklahoma State,,,,2018,Oklahoma State,,,
Deondrick Glass,RB,Katy,TX,5'10'',190,3,83,,11,34,27,2019,Oklahoma State,,,Oklahoma State
Grayson Boomer,TE-Y,Collinsville,OK,6'6'',228,4,82,,5,,,2019,Oklahoma State,,,Oklahoma State
Trace Ford,DE,Edmond,OK,6'3'',218,3,79,,66,,,2019,Oklahoma State,,,Oklahoma State
Langston Anderson,WR,Midlothian,TX,6'1'',192,3,79,,74,93,67,2019,Oklahoma State,,,Oklahoma State
Taylor Miterko,OT,Carlsbad,NM,6'6'',269,3,78,,55,95,1,2019,Oklahoma State,,,Oklahoma State
Preston Wilson,OT,Argyle,TX,6'4'',274,3,78,,62,116,82,2019,Oklahoma State,,,Oklahoma State
Cole Birmingham,OT,Katy,TX,6'5'',294,3,78,,134,71,96,2019,Oklahoma State,,,Oklahoma State
Isreal Isuman-Hundley,DE,Denton,TX,6'5'',230,3,78,,100,145,103,2019,Oklahoma State,,,Oklahoma State
Dezmon Jackson,RB,El Dorado,AR,6'0'',220,3,77,,4, NR, NR,2019,Oklahoma State,,,Oklahoma State
Demarco Jones,CB,Tulsa,OK,6'0'',168,3,77,,73,176,13,2019,Oklahoma State,,,Oklahoma State
Jayden Jernigan,DT,Allen,TX,6'1'',278,3,77,,65,182,134,2019,Oklahoma State,,,Oklahoma State
Brendan Costello,QB-DTSan,Clemente,CA,6'0'',188,3,77,,27,141,92,2019,Oklahoma State,,,Oklahoma State
Sione Asi,DT,Reno,NV,6'1'',300,3,76,,,,,2019,Oklahoma State,,,Oklahoma State
Xavier Player,CB,Cibolo,TX,6'0'',166,3,76,,96,216,158,2019,Oklahoma State,,,Oklahoma State
Xavier Ross,DT,Cedar Hill,TX,6'3'',282,3,76,,78,,,2019,Oklahoma State,,,Oklahoma State
Kamryn Farrar,OLB,Dallas,TX,6'3'',210,3,76,,100,,,2019,Oklahoma State,,,Oklahoma State
Joe Michalski,OG,Overland Park,KS,6'3'',270,3,75,,61,,,2019,Oklahoma State,,,Oklahoma State
Thomas Harper,WR,Knoxville,TN,5'10'',167,3,75,,141,,,2019,Oklahoma State,,,Oklahoma State
Kody Walterscheid,DE,Muenster,TX,6'5'',230,3,75,,153,,,2019,Oklahoma State,,,Oklahoma State
Na'Drian Dizadare,ILB,Shreveport,LA,6'2'',200,3,74,,30,13,2,2019,Oklahoma State,,,Oklahoma State
Tom Hutton,K,Melbourne,AUS,5'11'',190,3,74,,,,,2019,Oklahoma State,,,Oklahoma State
Shane Illingworth,QB-PP,Norco,CA,6'6'',235,3,83,,7,23,13,2020,Oklahoma State,,,Oklahoma State
Trent Pullen,OG,Waco,TX,6'2'',270,3,80,,20,76,61,2020,Oklahoma State,,,Oklahoma State
Eli Russ,OG,Ardmore,OK,6'4'',298,3,79,,27,,,2020,Oklahoma State,,,Oklahoma State
Matt Polk,WR,Scottsdale,AZ,6'2'',180,3,78,,101,90,16,2020,Oklahoma State,,,Oklahoma State
Mason Cobb,ILB,Provo,UT,6'1'',220,3,78,,16,,,2020,Oklahoma State,,,Oklahoma State
Korie Black,CB,Waco,TX,6'0'',170,3,78,,49,119,90,2020,Oklahoma State,,,Oklahoma State
Quinton Stewart,TE-YS,Salina,KS,6'4'',230,3,77,,14,,,2020,Oklahoma State,,,Oklahoma State
Jabbar Muhammad,CB,DeSoto,TX,5'9'',156,3,76,,59,154,115,2020,Oklahoma State,,,Oklahoma State
Cole Thompson,ILB,Norman,OK,6'2'',210,3,76,,22,157,9,2020,Oklahoma State,,,Oklahoma State
Jordan Reagan,CB,Bixby,OK,6'1'',170,3,75,,77,,,2020,Oklahoma State,,,Oklahoma State
Cade Bennett,OT,Scottsdale,AZ,6'5'',290,3,75,,107,,,2020,Oklahoma State,,,Oklahoma State
Brennan Presley,ATH,Bixby,OK,5'9'',165,3,75,,, None, None,2020,Oklahoma State,,,Oklahoma State
Zach Middleton,S,Tulsa,OK,5'11'',190,3,75,,229,,,2020,Oklahoma State,,,Oklahoma State
Grant Mahon,DE,Denton,TX,6'3'',270,3,74,,132,,,2020,Oklahoma State,,,Oklahoma State
Jeff Roberson,ILB,Choctaw,OK,6'2'',215,3,74,,39,,,2020,Oklahoma State,,,Oklahoma State
Ethan Bullock,QB-PP (JC),San Francisco,CA,6'4'',215,3,74,,2, NR, NR,2020,Oklahoma State,,,Oklahoma State
Monroe Mills,OT,Columbia,MO,6'6'',280,3,74,,135,261,27,2020,Oklahoma State,,,Oklahoma State
Nicolas Session,S,Salt Lake City,UT,6'0'',185,3,73,,116,247,14,2020,Oklahoma State,,,Oklahoma State
Tyren Irby,DE (JC),Lake Cormorant,MS,6'3'',235,3,73,,25, NR, NR,2020,Oklahoma State,,,Oklahoma State
Lamont Bishop,ILB (JC),Country Club Hills,IL,6'3'',225,3,72,,5, None, None,2020,Oklahoma State,,,Oklahoma State
Rashod Owens,ATH,San Antonio,TX,6'2'',180,3,72,,156,,,2020,Oklahoma State,,,Oklahoma State
Collin Clay,DE (TR),Warr Acres,OK,6'4'',260,TR,Oklahoma State,,,,,2020,Oklahoma State,,,
Josh Sills,OG (TR),Byesville,OH,6'5'',315,TR,Oklahoma State,,,,,2020,Oklahoma State,,,
Bryson Green,WR,Allen,TX,6'1'',200,82.0,,Oklahoma State,40,,,2021,Oklahoma State,46,38,
Collin Oliver,ILB,Edmond,OK,6'2'',215,81.0,,Oklahoma State,10,,,2021,Oklahoma State,,,
Blaine Green,WR,Allen,TX,6'2'',205,80.0,,Oklahoma State,53,,,2021,Oklahoma State,61,51,
Aden Kelley,OG,Thomas,OK,6'4'',275,80.0,,Oklahoma State,18,,,2021,Oklahoma State,,,
Donovan Stephens,OLB,Del City,OK,6'1'',205,80.0,,Oklahoma State,37,,,2021,Oklahoma State,,,
Raymond Gay,WR,Red Oak,TX,5'10'',175,79.0,,Oklahoma State,78,,,2021,Oklahoma State,107,83,
De'Kelvion Beamon,CB,Shreveport,LA,6'1'',180,78.0,,Oklahoma State,47,,,2021,Oklahoma State,138,11,
Ty Williams,S,Muskogee,OK,6'1'',185,77.0,,Oklahoma State,54,,,2021,Oklahoma State,,,
Lyrik Rawls,ATH,Marshall,TX,6'1'',175,77.0,,Oklahoma State,118,,,2021,Oklahoma State,163,127,
John Paul Richardson,WR,Missouri City,TX,6'0'',180,77.0,,Oklahoma State,128,,,2021,Oklahoma State,,,
Jaden Bray,WR,Norman,OK,6'3'',190,77.0,,Oklahoma State,27,,,2021,Oklahoma State,,,
Austin Jarrard,TE-Y,El Dorado Hills,CA,6'3'',245,76.0,,Oklahoma State,140,,,2021,Oklahoma State,188,143,
Cam Smith,WR,Denton,TX,6'1'',165,76.0,,Oklahoma State,2,,,2021,Oklahoma State,,,
Caleb Etienne,OT,New Orleans,LA,6'7'',310,76.0,,Oklahoma State,76,,,2021,Oklahoma State,,,
Logan Nobles,OT,Jenks,OK,6'6'',260,76.0,,Oklahoma State,,,,2021,Oklahoma State,,,
Nick Martin,ATH,Texarkana,TX,5'11'',195,76.0,,Oklahoma State,107,,,2021,Oklahoma State,,,
Jaden Nixon,ATH,Frisco,TX,5'10'',175,74.0,,Oklahoma State,124,,,2021,Oklahoma State,,,
Makale Smith,CB,Midwest City,OK,6'0'',165,74.0,,Oklahoma State,8,,,2021,Oklahoma State,,,
Nathan Latu,DE,Salt Lake City,UT,6'4'',230,73.0,,Oklahoma State,,,,2021,Oklahoma State,,,
Silas Barr,OT,Pottsboro,TX,6'4'',250,73.0,,Oklahoma State,,,,2021,Oklahoma State,,,
Jaylen Warren,RB,Salt Lake City,UT,5'8'',220,,,Oklahoma State,,,,2021,Oklahoma State,,,
Trey Rucker,S,Oakton,VA,6'0'',195,,,Oklahoma State,,,,2021,Oklahoma State,,,
Danny Godlevske,OC,Indianapolis,IN,6'2'',300,,,Oklahoma State,,,,2021,Oklahoma State,,,
Talyn Shettron,WR,Edmond,OK,6'3'',185,,85,,9,,,2022,Oklahoma State,19,2,Oklahoma State
Braylin Presley,RB,Bixby,OK,5'7'',165,,80,,26,,,2022,Oklahoma State,70,8,Oklahoma State
Stephon Johnson,WR,Lancaster,TX,6'1'',175,,80,,60,,,2022,Oklahoma State,,,Oklahoma State
C.J. Brown,RB,Beggs,OK,6'0'',175,,80,,31,,,2022,Oklahoma State,,,Oklahoma State
Ollie Gordon,RB,Euless,TX,6'1'',205,,80,,33,,,2022,Oklahoma State,,,Oklahoma State
Tyrone Webber,OT,St. Catherines,CAN,6'5'',290,,79,,6th,,,2022,Oklahoma State,,,Oklahoma State
DeSean Brown,DE,Choctaw,OK,6'3'',230,,79,,38,,,2022,Oklahoma State,,,Oklahoma State
Dylahn McKinney,CB,Colleyville,TX,6'0'',175,,79,,61,,,2022,Oklahoma State,,,Oklahoma State
Mason Gilkey,WR,Pawhuska,OK,6'4'',185,,78,,108,,,2022,Oklahoma State,,,Oklahoma State
Gabe Brown,ILB,Stillwater,OK,6'2'',215,,77,,26,,,2022,Oklahoma State,,,Oklahoma State
Cameron Epps,CB,Saint Louis,MO,6'3'',180,,77,,85,,,2022,Oklahoma State,,,Oklahoma State
Austin Kawecki,OT,Frisco,TX,6'4'',265,,77,,81,,,2022,Oklahoma State,187,139,Oklahoma State
Xavier Benson,ILB,Texarkana,TX,6'3'',210,,76,,2,,,2022,Oklahoma State,,,Oklahoma State
Jaleel Johnson,DE,Oklahoma City,OK,6'4'',240,,76,,105,,,2022,Oklahoma State,,,Oklahoma State
Landon Dean,ATH,Frontenac,KS,6'4'',230,,75,,120,,,2022,Oklahoma State,,,Oklahoma State
Davis Dotson,OT,Tulsa,OK,6'5'',290,,75,,120,,,2022,Oklahoma State,,,Oklahoma State
Seleti Fevaleaki Jr.,DT,Corona,CA,6'2'',270,,75,,99,,,2022,Oklahoma State,202,103,Oklahoma State
Calvin Harvey,OT,Missouri City,TX,6'7'',330,,73,,159,,,2022,Oklahoma State,322,234,Oklahoma State
Tabry Shettron,TE,Edmond,OK,6'4'',215,,73,,44,,,2022,Oklahoma State,,,Oklahoma State
Zane Flores,QB-PP,Gretna,NE,6'4'',190,79,Oklahoma State,,20,100,2,2023,Oklahoma State,,,
Isaiah Kema,OG,Wolfforth,TX,6'3'',280,78,Oklahoma State,,35,126,91,2023,Oklahoma State,,,
Poasa Utu,OLB,Kennedale,TX,6'0'',200,78,Oklahoma State,,53,163,121,2023,Oklahoma State,,,
Camron Heard,WR,Houston,TX,6'0'',170,77,Oklahoma State,,105,,,2023,Oklahoma State,,,
Dylan Smith,CB,Denton,TX,5'11'',175,76,Oklahoma State,,98,,,2023,Oklahoma State,,,
Gage Stanaland,OG,Tuscola,TX,6'4'',275,76,Oklahoma State,,71,,,2023,Oklahoma State,,,
R.J. Lester,CB,Fort Smith,AR,6'2'',175,76,Oklahoma State,,101,,,2023,Oklahoma State,,,
Kam Franklin,S,Oak Grove,LA,6'3'',185,76,Oklahoma State,,460,83,36,2023,Oklahoma State,,,
Jaedon Foreman,DE,Del City,OK,6'3'',250,76,Oklahoma State,,130,,,2023,Oklahoma State,,,
Jalen Pope,WR,Aledo,TX,5'11'',185,76,Oklahoma State,,155,,,2023,Oklahoma State,,,
Lardarius Webb Jr,CB (JC),Jackson,MS,5'10'',170,76,Oklahoma State,,46th,,,2023,Oklahoma State,,,
Tykie Andrews,WR,Enid,OK,6'0'',180,75,Oklahoma State,,174,,,2023,Oklahoma State,,,
Tywon Wray Jr,S,Smyrna,GA,6'2'',190,75,Oklahoma State,,110,545,133,2023,Oklahoma State,,,
Jack Endean,OT,Tucson,AZ,6'5'',275,75,Oklahoma State,,109,,,2023,Oklahoma State,,,
Hudson Kaak,K,Melbourne,AUS,ProKick Australia,6'1'',190,75,Oklahoma State,12,7,2,2023,Oklahoma State,,,
JaKobe Sanders,OC,Stillwater,OK,6'2'',275,74,Oklahoma State,,17,333,20,2023,Oklahoma State,,,
Ike Esonwune,ILB,Manor,TX,6'1'',215,73,Oklahoma State,,64,371,,2023,Oklahoma State,,,
Sesi Vailahi,RB,Salt Lake City,UT,6'1'',190,73,Oklahoma State,,118,,,2023,Oklahoma State,,,
Ricky Lolohea,DE,Euless,TX,6'3'',250,73,Oklahoma State,,181,375,277,2023,Oklahoma State,,,
Jamison Mejia,OG,Broken Arrow,OK,6'4'',280,73,Oklahoma State,,110,376,25,2023,Oklahoma State,,,
Iman Oates,DT (JC),Miami,OK,5'10'',170,72,Oklahoma State,,7, NR, NR,2023,Oklahoma State,,,
Dalton Cooper,OT (TR),Prague,OK,6'6'',320,TROklahoma State,,,, None, None,2023,Oklahoma State,,,
De'Zhaun Stribling,WR (TR),Kapolei,HI,6'3'',204,TROklahoma State,,,, None, None,2023,Oklahoma State,,,
Justin Wright,ILB (TR),Abilene,TX,6'2'',244,TROklahoma State,,,, None, None,2023,Oklahoma State,,,
Anthony Goodlow,DE (TR),Del City,OK,6'4'',286,TROklahoma State,,,, None, None,2023,Oklahoma State,,,
Kenneth Harris,CB (TR),Columbia,LA,6'0'',191,TROklahoma State,,,, None, None,2023,Oklahoma State,,,
Noah McKinney,OT (TR),Henderson,NV,6'5'',300,TROklahoma State,,,,,,2023,Oklahoma State,,,
Josiah Johnson,TE-Y (TR),Jacksonville,FL,6'5'',235,TROklahoma State,,,,,,2023,Oklahoma State,,,
Justin Kirkland,DT (TR),Roy,UT,6'4'',295,TROklahoma State,,,, None, None,2023,Oklahoma State,,,
Alan Bowman,QB-PP (TR),Grapevine,TX,6'3'',217,TROklahoma State,,,, None, None,2023,Oklahoma State,,,
Leon Johnson III,WR (TR),Bothell,WA,6'5'',207,TROklahoma State,,,, None, None,2023,Oklahoma State,,,
Arland Bruce,WR (TR),Olathe,KS,5'10'',195,TROklahoma State,,,,,,2023,Oklahoma State,,,
Elijah Collins,RB (TR),Detroit,MI,6'1'',215,TROklahoma State,,,,,,2023,Oklahoma State,,,
