Name,Pos,City,State,Height,Weight,Stars,Grade,University  ,Pos_rank,Reg_rank,State_rank,Year,Team, Reg_rank, State_rank,University,School
Ze'Vian Capers,WR,Alpharetta,GA,6'4'',192,,Western Kentucky,,,,,2023,Western Kentucky, None, None,,
Jimmy Holiday,WR,Flora,MS,6'0'',205,,Western Kentucky,,NR,,,2023,Western Kentucky, NR, NR,,
Marquis Black,DT,McDonough,GA,6'3'',300,,Western Kentucky,,,,,2023,Western Kentucky, None, None,,
Rashion Hodge,ILB,Phoenix,AZ,6'2'',220,,Western Kentucky,,,,,2023,Western Kentucky, None, None,,
Dallas Walker,DT,Smyrna,TN,6'3'',330,,Western Kentucky,,,,,2023,Western Kentucky, None, None,,
Elijah Young,RB,Knoxville,TN,5'9'',188,,Western Kentucky,,,,,2023,Western Kentucky,,,,
Willie Taggart Jr.,QB,Tallahassee,FL,6'1'',177,,Western Kentucky,,,,,2023,Western Kentucky,,,,
Xavion Griffin,S,Vero Beach,FL,6'0'',180,75.0,Western Kentucky,,125,576,184,2024,Western Kentucky,,,,
Chukwunedu Okeke,DT,Mableton,GA,6'3'',265,75.0,Western Kentucky,,640,92,159,2024,Western Kentucky,,,,
Harper Holloman,DT,Atlanta,GA,6'2'',260,74.0,Western Kentucky,,101,678,167,2024,Western Kentucky,,,,
Cameron Flowers,WR,Warner Robins,GA,5'11'',175,74.0,Western Kentucky,,194,,,2024,Western Kentucky,,,,
Tucker Parks,QB-PP,Klein,TX,6'2'',190,74.0,Western Kentucky,,339,,,2024,Western Kentucky,,,,
Zackariah Simmons-Brown,RB,Phenix City,AL,5'10'',180,,Western Kentucky,,,,,2024,Western Kentucky,,,,
Dallen Ponder,WR,Ocala,FL,5'9'',160,,Western Kentucky,,,,,2024,Western Kentucky,,,,
Gabriel Arnold,OT,Merritt Island,FL,6'5'',290,,Western Kentucky,,,,,2024,Western Kentucky,,,,
Jaylen Hampton,WR,Savannah,GA,6'1'',190,,Western Kentucky,,NR,,,2024,Western Kentucky,,,,
Elijah Realzola,WR,San Antonio,TX,6'0'',165,,Western Kentucky,,NR,,,2024,Western Kentucky,,,,
Damari Jefferson,WR,Hattiesburg,MS,5'9'',173,,Western Kentucky,,,,,2024,Western Kentucky,,,,
Miller Malone,OLB,Mont Belvieu,TX,6'1'',196,,Western Kentucky,,,,,2024,Western Kentucky,,,,
Zsacari Minnis,OLB,Eustis,FL,6'3'',218,,Western Kentucky,,,,,2024,Western Kentucky,,,,
Rodney Tisdale,QB-DT,Jacksonville,FL,6'2'',180,,Western Kentucky,,NR,NR,NR,2024,Western Kentucky,,,,
Melvin Collins Jr.,OG (JC),Terry,MS,6'4'',328,,Western Kentucky,,,,,2024,Western Kentucky,,,,
T.J. Finley,QB-PP (TR),Ponchatoula,LA,6'7'',255,,Western Kentucky,,,,,2024,Western Kentucky,,,,
