Name,Pos,City,State,Height,Weight,Stars,Grade,University,Pos_rank, Reg_rank, State_rank,Year,Team,Reg_rank,State_rank,School
Luke Johns,DE,Dalton,GA,6'4'',220,74,Georgia Tech,,122,,,2018,Georgia Tech,565,123,
P.J. Harris,WR,Newnan,GA,6'2'',195,74,Georgia Tech,,202,,,2018,Georgia Tech,571,124,
Mike Maye,OG,Birmingham,AL,6'3'',285,74,Georgia Tech,,574,,,2018,Georgia Tech,83,37,
Zakk McKeehan,DT,Saint Francisville,LA,6'3'',287,74,Georgia Tech,,109,,,2018,Georgia Tech,,,
JaQuez Jackson,ILB,Fort Valley,GA,6'0'',210,73,Georgia Tech,,45,,,2018,Georgia Tech,,,
Jaylen Jackson,S,Brunswick,GA,5'11'',180,72,Georgia Tech,,104,,,2018,Georgia Tech,673,144,
Christian Malloy,RB,Snellville,GA,5'10'',180,NR,Georgia Tech,,NR,,,2018,Georgia Tech,NR,NR,
Wesley Walker,CB,Nashville,TN,6'0'',190,,80,Georgia Tech,38,,,2019,Georgia Tech,219,14,
Jamious Griffin,RB,Rome,GA,5'10'',195,,79,Georgia Tech,32,,,2019,Georgia Tech,,,
Zach Owens,WR,Marietta,GA,6'3'',193,,79,Georgia Tech,71,,,2019,Georgia Tech,,,
Sylvain Yondjouen,DE,Belgium,EUR,6'3'',235,,78,Georgia Tech,1,,,2019,Georgia Tech,,,
Ahmarean Brown,WR,Tampa,FL,5'8'',145,,78,Georgia Tech,77,,,2019,Georgia Tech,,,
Kalani Norris,WR,Miami,FL,5'11'',163,,78,Georgia Tech,98,,,2019,Georgia Tech,348,114,
Michael Lockhart,DE,Birmingham,AL,6'4'',250,,76,Georgia Tech,126,,,2019,Georgia Tech,456,36,
Chico Bennett Jr.,OLB,Franklin,TN,6'3'',215,,76,Georgia Tech,485,,,2019,Georgia Tech,,,
Dylan Deveney,TE-Y,Princeton,NJ,6'6'',240,,76,Georgia Tech,29,,,2019,Georgia Tech,121,26,
Tony Amerson,RB,Montgomery,AL,5'10'',210,,76,Georgia Tech,78,,,2019,Georgia Tech,,,
Jordan Yates,QB-DT,Milton,GA,5'11'',186,,75,Georgia Tech,34,,,2019,Georgia Tech,512,111,
Devin Ellison,RB,Jacksonville,FL,5'9'',190,,75,Georgia Tech,,,,2019,Georgia Tech,,,
Demetrius Knight,QB-DT,Locust Grove,GA,6'2'',195,,75,Georgia Tech,36,,,2019,Georgia Tech,,,
Jeremiah Smith,ATH,Loganville,GA,6'0'',184,,75,Georgia Tech,120,,,2019,Georgia Tech,,,
Nazir Burnett,WR,Harrisburg,PA,6'1'',167,,75,Georgia Tech,149,,,2019,Georgia Tech,143,25,
Kenan Johnson,CB,Minneola,FL,5'11'',162,,74,Georgia Tech,115,,,2019,Georgia Tech,,,
D'Quan Douse,DE,Savannah,GA,6'2'',242,,74,Georgia Tech,129,,,2019,Georgia Tech,,,
Cornelius Evans,OLB,Lawrenceville,GA,6'4'',215,,73,Georgia Tech,110,,,2019,Georgia Tech,704,152,
Jordan Huff,S,Madison,GA,6'1'',177,,73,Georgia Tech,116,,,2019,Georgia Tech,794,167,
Jamal Camp,DT,Cumming,GA,6'2'',275,,70,Georgia Tech,,,,2019,Georgia Tech,,,
Jared Southers,OT (TR),South Orange,NJ,6'5'',315,,TR,Georgia Tech,,,,2019,Georgia Tech,,,
Tyler Davis,TE-Y (TR),Bellmore,NY,6'4'',243,,TR,Georgia Tech,,,,2019,Georgia Tech,,,
Marquez Ezzard,WR (TR),Stockbridge,GA,6'2'',215,,TR,Georgia Tech,,,,2019,Georgia Tech,,,
James Blackstrain,WR,Melbourne,FL,6'2'',180,,83,Georgia Tech,32,86,32,2021,Georgia Tech,,,
Weston Franklin,OG,Jesup,GA,6'3'',310,,80,Georgia Tech,17,,,2021,Georgia Tech,,,
Trenilyas Tatum,OLB,Jonesboro,GA,6'2'',210,,79,Georgia Tech,44,207,40,2021,Georgia Tech,,,
Noah Collins,DE,Loganville,GA,6'5'',205,,79,Georgia Tech,60,,,2021,Georgia Tech,,,
Chayden Peery,QB-PP,Chatsworth,CA,6'1'',200,,78,Georgia Tech,31,85,48,2021,Georgia Tech,,,
Leo Blackburn,WR,Atlanta,GA,6'5'',215,,78,Georgia Tech,92,,,2021,Georgia Tech,,,
Grey Carroll,DE,Alcoa,TN,6'3'',235,,78,Georgia Tech,69,,,2021,Georgia Tech,,,
Sirad Bryant,S,Cordele,GA,6'1'',185,,78,Georgia Tech,44,271,56,2021,Georgia Tech,,,
Jakiah Leftwich,OG,Atlanta,GA,6'6'',290,,77,Georgia Tech,46,,,2021,Georgia Tech,,,
Malik Rutherford,WR,Miami,FL,5'9'',165,,77,Georgia Tech,129,,,2021,Georgia Tech,,,
Joshua Robinson,DE,Douglasville,GA,6'4'',200,,76,Georgia Tech,92,360,78,2021,Georgia Tech,,,
Kaleb Edwards,S,Dacula,GA,6'0'',200,,76,Georgia Tech,,394,86,2021,Georgia Tech,,,
Jamal Haynes,ATH,Loganville,GA,5'9'',175,,75,Georgia Tech,478,,,2021,Georgia Tech,,,
Zeek Biggers,DT,Mount Ulla,NC,6'5'',325,,75,Georgia Tech,506,75,60,2021,Georgia Tech,,,
Ben Postma,TE,H-Cypress,TX,6'4'',225,,75,Georgia Tech,24,265,202,2021,Georgia Tech,,,
David Shanahan,K,Melbourne,AUS,6'0'',180,,74,Georgia Tech,19,11,5,2021,Georgia Tech,,,
Makius Scott,DT (TR),Gainesville,GA,6'3'',305,,TR,Georgia Tech,,,,2021,Georgia Tech,,,
Kevin Harris,OLB (TR),Loganville,GA,6'4'',225,,TR,Georgia Tech,, None, None,2021,Georgia Tech,,,
Nick Pendley,OT (TR),Canton,GA,6'5'',290,,TR,Georgia Tech,,,,2021,Georgia Tech,,,
Kenyatta Watson,CB (TR),Loganville,GA,6'2'',185,,TR,Georgia Tech,,,,2021,Georgia Tech,,,
Keion White,DE (TR),Garner,NC,6'4'',265,,TR,Georgia Tech,, None, None,2021,Georgia Tech,,,
Kyric McGowan,WR (TR),Dalton,GA,5'10'',185,,TR,Georgia Tech,, None, None,2021,Georgia Tech,,,
Ayine Eley,ILB (TR),Olney,MD,6'4'',240,,TR,Georgia Tech,,,,2021,Georgia Tech,,,
Jaylin Marshall,S,Miami,FL,6'3'',190,81,Georgia Tech,,19,106,32,2022,Georgia Tech,,,
Antonio Martin,RB,Fairburn,GA,5'10'',210,81,Georgia Tech,,21,107,25,2022,Georgia Tech,,,
K.J. Miles,DT,Jersey City,NJ,6'4'',265,80,Georgia Tech,,30,37,6,2022,Georgia Tech,,,
Jamie Felix,RB,Kingsland,GA,5'9'',200,80,Georgia Tech,,28,151,34,2022,Georgia Tech,,,
Derrick Moore,WR,Lawrenceville,GA,6'1'',185,80,Georgia Tech,,58,172,39,2022,Georgia Tech,,,
Zach Pyron,QB,Pinson,AL,6'3'',205,79,Georgia Tech,,22,223,22,2022,Georgia Tech,,,
Clayton Powell-Lee,S,Atlanta,GA,6'2'',170,78,Georgia Tech,,82,329,46,2022,Georgia Tech,,,
Kyle Efford,OLB,Dacula,GA,6'3'',225,78,Georgia Tech,,53,,,2022,Georgia Tech,,,
Tyler Gibson,OT,Alpharetta,GA,6'4'',290,78,Georgia Tech,,59,,,2022,Georgia Tech,,,
Brandon Best,OG,Milton,GA,6'4'',295,77,Georgia Tech,,37,371,93,2022,Georgia Tech,,,
Horace Lockett,DT,Atlanta,GA,6'5'',275,76,Georgia Tech,,76,439,108,2022,Georgia Tech,,,
Jullian Lewis,WR,Fort Lauderdale,FL,6'1'',210,76,Georgia Tech,,161,,,2022,Georgia Tech,,,
Rodney Shelley,ATH,Fairburn,GA,5'11'',165,74,Georgia Tech,,134,,,2022,Georgia Tech,,,
Bobby Mooney,OT,Long Beach,CA,6'6'',330,74,Georgia Tech,,141,226,113,2022,Georgia Tech,,,
Aidan Birr,K,Kennedale,TX,6'0'',190,73,Georgia Tech,,36,,,2022,Georgia Tech,,,
Pierce Quick,OT,Trussville,AL,6'5'',290,TR,Georgia Tech,,,,,2022,Georgia Tech,,,
Paul Tchio,OG,Alpharetta,GA,6'5'',310,TR,Georgia Tech,,,,,2022,Georgia Tech,,,
Khari Gee,S,Atlanta,GA,6'2'',185,TR,Georgia Tech,,, None, None,2022,Georgia Tech,,,
Hassan Hall,RB,Atlanta,GA,5'11'',190,TR,Georgia Tech,,,,,2022,Georgia Tech,,,
Ahmari Harvey,S,Tallahassee,FL,5'11'',175,TR,Georgia Tech,,,,,2022,Georgia Tech,,,
Zach Gibson,QB,Alpharetta,GA,6'3'',215,TR,Georgia Tech,,, None, None,2022,Georgia Tech,,,
Luke Benson,TE,Doylestown,PA,6'4'',220,TR,Georgia Tech,,, None, None,2022,Georgia Tech,,,
Taisun Phommachanh,QB,Bridgeport,CT,6'3'',230,TR,Georgia Tech,,, None, None,2022,Georgia Tech,,,
Ethan Mackenny,OT,Marietta,GA,6'5'',255,79.0,Georgia Tech,,51,243,49,2023,Georgia Tech,,,
Eric Singleton Jr.,WR,Douglasville,GA,5'11'',170,78.0,Georgia Tech,,82,289,64,2023,Georgia Tech,,,
Benjamin Galloway,OT,Powder Springs,GA,6'4'',295,77.0,Georgia Tech,,67,,,2023,Georgia Tech,,,
Jacob Cruz,OLB,Kennesaw,GA,6'4'',225,77.0,Georgia Tech,,62,,,2023,Georgia Tech,,,
Bailey Stockton,WR,Bogart,GA,5'10'',175,77.0,Georgia Tech,,132,389,94,2023,Georgia Tech,,,
Evan Dickens,ATH,Bradenton,FL,5'10'',175,77.0,Georgia Tech,,85,393,139,2023,Georgia Tech,,,
Taye Seymore,OLB,Atlanta,GA,6'1'',205,77.0,Georgia Tech,,67,402,98,2023,Georgia Tech,,,
Nico Dowdell,S,Loganville,GA,6'1'',180,77.0,Georgia Tech,,, None, None,2023,Georgia Tech,,,
Shymeik Jones,DE,Camden,SC,6'5'',255,76.0,Georgia Tech,,127,448,17,2023,Georgia Tech,,,
Gabriel Fortson,OC,Kennesaw,GA,6'4'',300,76.0,Georgia Tech,,, None, None,2023,Georgia Tech,,,
Patrick Screws,OC,Eufaula,AL,6'6'',315,76.0,Georgia Tech,,12,485,39,2023,Georgia Tech,,,
Zion Taylor,WR,Norcross,GA,6'0'',180,76.0,Georgia Tech,,158,,,2023,Georgia Tech,,,
Elias Cloy,OG,Alpharetta,GA,6'4'',270,75.0,Georgia Tech,,82,,,2023,Georgia Tech,,,
Ezra Odinjor,DE,Acworth,GA,6'3'',225,75.0,Georgia Tech,,141,561,135,2023,Georgia Tech,,,
Nacari Ashley,OLB,Marietta,GA,6'5'',200,74.0,Georgia Tech,,90,594,142,2023,Georgia Tech,,,
Bryce Dopson,WR,Snellville,GA,6'1'',180,74.0,Georgia Tech,,207,607,147,2023,Georgia Tech,,,
Bryston Dixon,DT,Leroy,AL,6'3'',270,74.0,Georgia Tech,,99,621,53,2023,Georgia Tech,,,
Steven Jones,CB,Gadsden,AL,6'1'',190,74.0,Georgia Tech,,144,647,56,2023,Georgia Tech,,,
Ashton Heflin,OLB,Newnan,GA,6'1'',220,73.0,Georgia Tech,,106,691,160,2023,Georgia Tech,,,
Malcolm Pugh,DE,Leroy,AL,6'4'',220,71.0,Georgia Tech,,188,,,2023,Georgia Tech,,,
Christian Leary,WR,Orlando,FL,5'10'',185,,Georgia Tech,,,,,2023,Georgia Tech,,,
Chase Lane,WR,Houston,TX,6'0'',195,,Georgia Tech,,, None, None,2023,Georgia Tech,,,
Haynes King,QB-DT,Longview,TX,6'3'',200,,Georgia Tech,,,,,2023,Georgia Tech,,,
Jackson Long,TE-H,Hendersonville,TN,6'4'',222,,Georgia Tech,,,,,2023,Georgia Tech,,,
Braelen Oliver,ILB,Douglasville,GA,6'1'',240,,Georgia Tech,,, None, None,2023,Georgia Tech,,,
Trevion Cooley,RB,Knightdale,NC,5'10'',200,,Georgia Tech,,, None, None,2023,Georgia Tech,,,
Andre White Jr.,ILB,Harrisburg,PA,6'3'',235,,Georgia Tech,,, None, None,2023,Georgia Tech,,,
Jordan Brown,OT,Long Beach,CA,6'4'',315,,Georgia Tech,,,,,2023,Georgia Tech,,,
Abdul Janneh,WR,Hanover,PA,6'3'',180,,Georgia Tech,,,,,2023,Georgia Tech,,,
Etinosa Reueben,DT,Kansas City,MO,6'3'',295,,Georgia Tech,,, None, None,2023,Georgia Tech,,,
Brett Seither,TE-Y,Clearwater,FL,6'5'',228,,Georgia Tech,,,,,2023,Georgia Tech,,,
Austin Dean,OLB,Tampa,FL,6'2'',220,,Georgia Tech,,,,,2023,Georgia Tech,,,
