Name,Pos,City,State,Height,Weight,Stars,Grade,University,Pos_rank,Reg_rank,State_rank,Year,Team, Reg_rank, State_rank,University  ,School
Taylor Heim,OLB,Bethany,OK,6'3'',190,3,77,Oklahoma,57,,,2023,Oklahoma,,,,
Taylor Wein,DE,Nolensville,TN,6'5'',235,3,77,Oklahoma,99,,,2023,Oklahoma,341,26,,
Markus Strong,DT,Lake Butler,FL,6'3'',265,3,77,Oklahoma,64,,,2023,Oklahoma,394,140,,
Kendel Dolby,CB,Springfield,OH,5'11'',180,3,76,Oklahoma,7,,,2023,Oklahoma, NR, NR,,
Dasan McCullough,OLB,Bloomington,IN,6'5'',230,TR,Oklahoma,,,,,2023,Oklahoma,,,,
Austin Stogner,TE-Y,Plano,TX,6'6'',245,TR,Oklahoma,,,,,2023,Oklahoma, None, None,,
Jacob Lacey,DT,Bowling Green,KY,6'2'',285,TR,Oklahoma,,,,,2023,Oklahoma,,,,
Reggie Pearson Jr.,S,Detroit,MI,5'11'',200,TR,Oklahoma,,,,,2023,Oklahoma,,,,
Trace Ford,DE,Edmond,OK,6'3'',240,TR,Oklahoma,,,,,2023,Oklahoma,,,,
Luke Elzinga,K,Grand Rapids,MI,6'4'',212,TR,Oklahoma,,,,,2023,Oklahoma, None, None,,
Rondell Bothroyd,DE,Manchester,CT,6'4'',258,TR,Oklahoma,,,,,2023,Oklahoma,,,,
Davon Sears,DT,Detroit,MI,6'2'',290,TR,Oklahoma,,,,,2023,Oklahoma, None, None,,
Andrel Anthony,WR,Lansing,MI,6'2'',190,TR,Oklahoma,,,,,2023,Oklahoma, None, None,,
Walter Rouse,OT,Silver Spring,MD,6'6'',318,TR,Oklahoma,,,,,2023,Oklahoma,,,,
Blake Smith,TE-Y,Southlake,TX,6'4'',265,TR,Oklahoma,,,,,2023,Oklahoma,,,,
Troy Everett,OG,Roanoke,VA,6'3'',285,TR,Oklahoma,,,,,2023,Oklahoma, None, None,,
Brenen Thompson,WR,Spearman,TX,5'10'',165,TR,Oklahoma,,,,,2023,Oklahoma,,,,
Caleb Shaffer,OG,Carmel,IN,6'5'',337,TR,Oklahoma,,,,,2023,Oklahoma,,,,
David Stone,DT,Bradenton,FL,6'4'',280,91,,,1,,,2024,Oklahoma,6,3,,
Taylor Tatum,RB,Longview,TX,5'11'',205,86,,,1,,,2024,Oklahoma,11,9,,
Davon Mitchell,TE,Los Alamitos,CA,6'5'',235,84,,,4,,,2024,Oklahoma,7,6,,
Zion Kearney,WR,Missouri City,TX,6'3'',205,84,,,14,,,2024,Oklahoma,15,12,,
Nigel Smith II,DE,Melissa,TX,6'5'',255,83,,,124,,,2024,Oklahoma,26,21,,
Eugene Brooks,OG,Chatsworth,CA,6'4'',325,83,,,5,,,2024,Oklahoma,17,14,,
Danny Okoye,DE,Tulsa,OK,6'5'',240,82,,,23,,,2024,Oklahoma,,,,
Zion Ragins,WR,Gray,GA,5'9'',160,82,,,23,,,2024,Oklahoma,,,,
Ivan Carreon,TE,Odessa,TX,6'6'',205,81,,,,,,2024,Oklahoma, None,241,,
Reggie Powers,S,Centerville,OH,6'0'',195,81,,,25,,,2024,Oklahoma,29,12,,
Jaydan Hardy,S,Lewisville,TX,5'11'',175,81,,,27,,,2024,Oklahoma,,,,
Michael Hawkins,QB,Mckinney,TX,6'1'',190,80,,,7,,,2024,Oklahoma,58,48,,
Eli Bowen,CB,Denton,TX,5'9'',175,80,,,33,,,2024,Oklahoma,60,50,,
Daniel Akinkumni,OG,London,England,UK,6'4'',305,80.0,,53,,,2024,Oklahoma,,,,
Kelly Daniels,WR,Franklinton,LA,5'9'',160,80,,,38,,,2024,Oklahoma,89,4,,
Xavier Robinson,RB,Midwest City,OK,6'1'',220,79,,,34,,,2024,Oklahoma,92,3,,
Michael Boganowski,OL,Junction City,KS,6'2'',205,79,,,25,,,2024,Oklahoma,,,,
Eddy Pierre-Louis,OG,Tampa,FL,6'3'',320,79,,,46,,,2024,Oklahoma,95,5,,
Devon Jordan,CB,Tulsa,OK,6'0'',170,79,,,47,,,2024,Oklahoma,69,11,,
Jeremiah Newcombe,CB,Queen Creek,AZ,5'11'',180,79,,,54,,,2024,Oklahoma,57,3,,
Wyatt Gilmore,DE,Rogers,MN,6'4'',240,79,,,37,,,2024,Oklahoma,260,80,,
Jayden Jackson,DT,Bradenton,FL,6'2'',310,78,,,62,,,2024,Oklahoma,,,,
Isaiah Autry,OT,Tupelo,MS,6'6'',275,78,,,44,,,2024,Oklahoma,269,17,,
James Nesta,OLB,Cornelius,NC,6'3'',205,78,,,18,,,2024,Oklahoma,81,29,,
Brendan Zurbrugg,QB,Alliance,OH,6'2'',185,78,,,69,,,2024,Oklahoma,,,,
Andy Bass,ATH,Oklahoma City,OK,5'11'',200,77,,,,,,2024,Oklahoma, None, None,,
Mykel Patterson-Mcdonald,S,Oklahoma City,OK,5'10'',175,77,,,63,,,2024,Oklahoma,210,13,,
Josh Aisosa,OG,Edmond,OK,6'3'',305,77,,,,,,2024,Oklahoma,,,,
Dezjhon Malone,CB,Fresno,CA,6'2'',200,77,,,,,,2024,Oklahoma,,,,
