Name,Pos,City,State,Height,Weight,Stars,Grade,University,Pos_rank, Reg_rank, State_rank,Year,Team,Reg_rank,State_rank,School
Luke Grimm,WR,Peculiar,MO,6'0'',175,,74,Kansas,28,,,2020,Kansas,,,
Clinton Anokwuru,TE-Y,Fort Bend,TX,6'2'',240,,73,Kansas,41,306,227,2020,Kansas,,,
Malik Johnson,WR,The Woodlands,TX,5'9'',175,,73,Kansas,255,307,228,2020,Kansas,,,
Armaj Adams-Reed,OT,DeSoto,TX,6'5'',315,,73,Kansas,148,,,2020,Kansas,,,
Ra'Mello Dotson,ATH,Daytona Beach,FL,5'7'',195,,73,Kansas,271,797,78,2020,Kansas,,,
Steven McBride,WR,Gonzales,LA,6'2'',175,,73,Kansas,157,,,2020,Kansas,,,
Jackson Satterwhite,OT,Miami,OK,6'5'',285,,72,Kansas,158,271,3,2020,Kansas,,,
Bryce Cabledue,OT,Clovis,NM,6'6'',245,,72,Kansas,129,350,26,2020,Kansas,,,
Daniel Hishaw Jr.,RB,Moore,OK,5'10'',205,,72,Kansas,148,212,40,2020,Kansas,,,
Garrett Jones,OG,Berrien Springs,MI,6'4'',280,,72,Kansas,, 43, 315,2020,Kansas,,,
Jalon Daniels,QB-DT,Lawndale,CA,6'0'',205,,71,Kansas,168,326,182,2020,Kansas,,,
Nicholas Martinez,OG,Anaheim,CA,6'0'',300,,71,Kansas,, None, None,2020,Kansas,,,
Kyler Pearson,WR,Tulsa,OK,5'8'',155,,70,Kansas,,,,2020,Kansas,,,
Brian Dilworth,CB,Hollywood,FL,5'10'',180,78,Kansas,,344,,,2022,Kansas,80,107,
James Livingston,OT,Dexter,MI,6'7'',275,77,Kansas,,73,,,2022,Kansas,,,
Kaleb Purdy,Saint Louis,MO,5'10'',170,76,Kansas,,,18,,,2022,Kansas,202,18,
Tevita Noa,TE,Ephraim,UT,6'3'',245,76,Kansas,,1,,,2022,Kansas,,28,
Joey Baker,OT,Southlake,TX,6'4'',250,75,Kansas,,109,,,2022,Kansas,238,174,
Ethan Vasko,QB,Chesapeake,VA,6'3'',190,74,Kansas,,64,,,2022,Kansas,,,
Sevion Morris,RB,Tulsa,OK,6'0'',200,,Kansas,,,,,2022,Kansas,,,
Kalon Gervin,CB,Detroit,MI,5'11'',190,,Kansas,,,,,2022,Kansas,,,
Nolan Gorczyca,OT,Omaha,NE,6'6'',280,,Kansas,,,,,2022,Kansas,,,
Craig Young,WR,Fort Wayne,IN,6'4'',200,,Kansas,,,,,2022,Kansas,,,
Eriq Gilyard,ILB,Jacksonville,FL,5'11'',230,,Kansas,,,,,2022,Kansas,,,
Lonnie Phelps,DE,Cincinnati,OH,6'3'',245,,Kansas,,,,,2022,Kansas,,,
Ky Thomas,RB,Topeka,KS,5'11'',200,,Kansas,,,,,2022,Kansas,,,
Jaden Hamm,TE-Y,Eudora,KS,6'5'',215,80.0,Kansas,,8,,,2023,Kansas,71,3,
Surahz Buncom,WR,Chula Vista,CA,6'3'',175,79.0,Kansas,,54,,,2023,Kansas,72,40,
Jacoby Davis,CB,Houston,TX,5'10'',170,78.0,Kansas,,60,,,2023,Kansas,141,106,
Calvin Clements,OT,Lawrence,KS,6'6'',275,78.0,Kansas,,61,,,2023,Kansas,146,6,
Keaton Kubecka,WR,Austin,TX,6'2'',195,77.0,Kansas,,136,,,2023,Kansas,230,166,
Akili Hubbard,S,JC,Huntington Beach,CA,6'2'',200.0,77,Kansas,3,,,2023,Kansas,,,
Johnny Thompson,ATH,Westlake Village,CA,5'10'',185,76.0,Kansas,,93,,,2023,Kansas,156,98,
Jarred Sample,WR,Cypress,TX,5'11'',180,75.0,Kansas,,180,,,2023,Kansas,,,
Jameel Croft,CB,Detroit,MI,6'1'',170,75.0,Kansas,,129,,,2023,Kansas,,,
Marcus Calvin,DT,Saint Petersburg,FL,6'2'',290,75.0,Kansas,,89,,,2023,Kansas,580,204,
Tony Terry,DE,Jackson,MO,6'4'',245,74.0,Kansas,,165,,,2023,Kansas,334,31,
Taylor Davis,S,Missouri City,TX,6'0'',185,73.0,Kansas,,146,,,2023,Kansas,362,265,
Blake Herold,DE,Shenandoah,IA,6'3'',250,73.0,Kansas,,185,,,2023,Kansas,,,
Logan Brantley,OLB,Englewood,CO,6'1'',205,72.0,Kansas,,112,,,2023,Kansas,,,
Damon Greaves,K,Melbourne,AUS,6'1'',170,,Kansas,,,,,2023,Kansas,,,
Logan Brown,OT,Grand Rapids,MI,6'6'',315,,Kansas,,,,,2023,Kansas,,,
Seth Keller,K,Colleyville,TX,5'8'',170,,Kansas,,,,,2023,Kansas,,,
Gage Keys,DT,Hilliard,OH,6'5'',280,,Kansas,,,,,2023,Kansas,,,
J.B. Brown,DE,Long Beach,CA,6'3'',245,,Kansas,,,,,2023,Kansas,,,
Charlie Weinrich,K,Lincoln,NE,5'11'',190,,Kansas,,,,,2023,Kansas,,,
Devin Phillips,DT,Fort Collins,CO,6'2'',305,,Kansas,,,,,2023,Kansas,,,
Austin Booker,DE,Greenwood,IN,6'6'',250,,Kansas,,,,,2023,Kansas,,,
Spencer Lovell,OT,Fort Collins,CO,6'6'',335,,Kansas,,,,,2023,Kansas,,,
Damarius McGhee,CB,Pensacola,FL,6'1'',175,,Kansas,,,,,2023,Kansas,,,
Patrick Joyner,OLB,Homestead,FL,6'3'',230,,Kansas,,,,,2023,Kansas,,,
Dylan McDuffie,RB,Buffalo,NY,6'0'',217,,Kansas,,,,,2023,Kansas,,,
