Name,Pos,City,State,Height,Weight,Stars,Grade,University,Pos_rank, Reg_rank, State_rank,Year,Team,Reg_rank,State_rank,School
Draco Bynum,DT,Wilsonville,OR,6'5'',250,79,Washington,,42,,,2018,Washington,,,
Devin Culp,WR,Spokane,WA,6'4'',205,78,Washington,,119,,,2018,Washington,,,
Matteo Mele,OT,Tucson,AZ,6'5'',250,78,Washington,,56,,,2018,Washington,97,6,
M.J. Ale,OT,Tacoma,WA,6'6'',320,78,Washington,,58,,,2018,Washington,,,
Jack Sirmon,OLB,Brentwood,TN,6'3'',229,78,Washington,,34,,,2018,Washington,,,
M.J. Tafisi,ILB,Sandy,UT,6'1'',220,77,Washington,,24,,,2018,Washington,,,
Mosiah Nasili-Liu,DE,South Hill,WA,6'3'',255,77,Washington,,89,,,2018,Washington,136,10,
Richard Newton,ATH,Palmdale,CA,6'1'',183,76,Washington,,154,,,2018,Washington,,,
Dominique Hampton,S,Peoria,AZ,6'1'',168,76,Washington,,63,,,2018,Washington,170,14,
Zion Tupuola-Fetui,OLB,Pearl City,HI,6'3'',250,75,Washington,,77,,,2018,Washington,,,
Jacob Eason,QB-PP, Lake Stevens,WA,6'5'',235,TR,Washington,,,,,2018,Washington,,,
ILB,Daytona Beach,FL,6'1'',225.0,70.0,,Air Force,,,,,2022,Washington,,,
RB,Highlands Ranch,CO,5'10'',205.0,62.0,,Air Force,,,,,2022,Washington,,,
ILB,Suwanee,GA,6'1'',210.0,55.0,,Washington,,,,,2022,Washington,,,
WR,Denver,CO,6'1'',190.0,78.0,,Washington,,,,,2022,Washington,,,
TE,Austin,TX,6'3'',235.0,,,Washington,,,,,2022,Washington,,,
S,Cypress,TX,6'1'',185.0,64.0,,Washington,,,,,2022,Washington,,,
WR,Stephenville,TX,6'1'',180.0,,,Washington,,,,,2022,Washington,,,
ILB,Lehigh Acres,FL,6'3'',200.0,69.0,,Washington,,,,,2022,Washington,,,
CB,Kansas City,MO,,,,,Washington,,,,,2022,Washington,,,
K,Suwanee,GA,,,,,Washington,,,,,2022,Washington,,,
RB,Orlando,FL,5'11'',190.0,,,Washington,,,,,2022,Washington,,,
S,Tulsa,OK,6'0'',180.0,64.0,,Washington,,,,,2022,Washington,,,
QB,Houston,TX,6'2'',190.0,75.0,,Washington,,,,,2022,Washington,,,
,,,,,,,,,,,,2022,Washington,,,
Paki Finau,OT,Hesperia,CA,6'5'',260,82.0,Washington,,197,26,19,2024,Washington,,,
Demond Williams Jr.,QB-PP,Chandler,AZ,5'11'',170,82.0,Washington,,10,31,3,2024,Washington,,,
Peyton Waters,ATH,Van Nuys,CA,6'2'',175,80.0,Washington,,31,,,2024,Washington,,,
Justice Williams,WR,Westlake Village,CA,6'3'',195,79.0,Washington,,63,,,2024,Washington,,,
Rahshawn Clark,ATH,Federal Way,WA,5'11'',185,79.0,Washington,,43,76,7,2024,Washington,,,
Jason Robinson,WR,San Juan Capistrano,CA,5'10'',160,79.0,Washington,,, None, None,2024,Washington,,,
Paul Mencke Jr.,S,Schertz,TX,6'2'',180,79.0,Washington,,47,112,87,2024,Washington,,,
Khmori House,OLB,Bellflower,CA,6'1'',210,79.0,Washington,,41,,,2024,Washington,,,
Michael Watkins,OG,Glendale,AZ,6'3'',285,78.0,Washington,,36,,,2024,Washington,,,
Davit Boyajyan,OT,Clovis,CA,6'5'',300,77.0,Washington,,101,,,2024,Washington,,,
Decker DeGraaf,TE-Y,Glendora,CA,6'5'',230,77.0,Washington,,13,,,2024,Washington,,,
Rahim Wright,S,Rancho Cucamonga,CA,5'11'',170,77.0,Washington,,84,131,73,2024,Washington,,,
Audric Harris,WR,Las Vegas,NV,6'1'',180,77.0,Washington,,130,,,2024,Washington,,,
Justin Hylkema,OT,Santa Clara,CA,6'7'',315,76.0,Washington,,99,,,2024,Washington,,,
Omar Khan,DT,Cypress,TX,6'2'',270,76.0,Washington,,65,,,2024,Washington,,,
Charlie Crowell,TE-Y,Bend,OR,6'5'',230,76.0,Washington,,19,151,8,2024,Washington,,,
Elias Johnson,CB,Portland,OR,6'2'',175,76.0,Washington,,114,167,9,2024,Washington,,,
Bryce Butler,DT,Toronto,ON,6'5'',295,75.0,Washington,,11,,,2024,Washington,,,
Adam Mohammed,RB,Glendale,AZ,5'11'',185,74.0,Washington,,113,,,2024,Washington,,,
Maximus McCree,OT,Grandview,MO,6'6'',290,,Washington,,, None, None,2024,Washington,,,
Jordan Shaw,CB,Los Angeles,CA,5'11'',175,,Washington,,,,,2024,Washington,,,
Drew Azzopardi,OT,Pacifica,CA,6'7'',315,,Washington,,,,,2024,Washington,,,
Sebastian Valdez,DT,Spring Valley,CA,6'3'',284,,Washington,,,,,2024,Washington,,,
Jeremiah Hunter,WR,Fresno,CA,6'2'',200,,Washington,,,,,2024,Washington,,,
Jonah Coleman,RB,Stockton,CA,5'9'',211,,Washington,,, None, None,2024,Washington,,,
Bryun Parham,ILB,Long Beach,CA,6'1'',212,,Washington,,, None, None,2024,Washington,,,
Ephesians Prysock,CB,Canyon Country,CA,6'4'',190,,Washington,,,,,2024,Washington,,,
Russell Davis II,DE,Chandler,AZ,6'3'',220,,Washington,,,,,2024,Washington,,,
Isaiah Ward,DE,Ontario,CA,6'5'',225,,Washington,,,,,2024,Washington,,,
Anthony Ward,ILB,Ontario,CA,6'0'',225,,Washington,,,,,2024,Washington,,,
D'Angalo Titialii,OG,Sammamish,WA,6'1'',305,,Washington,,,,,2024,Washington,,,
Logan Sagapolu,OC,Taylorville,UT,,340,,Washington,,,,,2024,Washington,,,
Justin Harrington,S,Raleigh,NC,,219,,Washington,,, None, None,2024,Washington,,,
Enokk Vimahi,OG,Kahuku,HI,,310,,Washington,,,,,2024,Washington,,,
Kevin Green,WR,Lancaster,CA,,175,,Washington,,, None, None,2024,Washington,,,
Jordan Washington,RB,Long Beach,CA,,170,,Washington,,,,,2024,Washington,,,
Keleki Latu,TE-Y,Sacramento,CA,,239,,Washington,,, None, None,2024,Washington,,,
Hayden Moore,ILB,Parker,CO,,226,,Washington,,,,,2024,Washington,,,
